chapter_number,verse_number,verse_title,book_title,text,revText
24,4,Deuteronomy 24:4,Deuteronomy,"Her former husband, which sent her away, may not take her again to be his wife, after that she is defiled; for that is abomination before the LORD: and thou shalt not cause the land to sin, which the LORD thy God giveth thee for an inheritance.","Deuteronomy 24:4 Her former husband, which sent her away, may not take her again to be his wife, after that she is defiled; for that is abomination before the LORD: and it'd be great if you could not cause the land to sin, which the LORD thy God giveth thee for an inheritance.

"
24,7,Deuteronomy 24:7,Deuteronomy,"If a man be found stealing any of his brethren of the children of Israel, and maketh merchandise of him, or selleth him; then that thief shall die; and thou shalt put evil away from among you.","Deuteronomy 24:7 If a man be found stealing any of his brethren of the children of Israel, and maketh merchandise of him, or selleth him; then that thief shall die; and it'd be great if you could put evil away from among you.

"
24,10,Deuteronomy 24:10,Deuteronomy,"When thou dost lend thy brother any thing, thou shalt not go into his house to fetch his pledge.","Deuteronomy 24:10 When thou dost lend thy brother any thing, it'd be great if you could not go into his house to fetch his pledge.

"
24,11,Deuteronomy 24:11,Deuteronomy,"Thou shalt stand abroad, and the man to whom thou dost lend shall bring out the pledge abroad unto thee.","Deuteronomy 24:11 It'd be great if you could stand abroad, and the man to whom thou dost lend shall bring out the pledge abroad unto thee.

"
24,12,Deuteronomy 24:12,Deuteronomy,"And if the man be poor, thou shalt not sleep with his pledge:","Deuteronomy 24:12 And if the man be poor, it'd be great if you could not sleep with his pledge:

"
24,13,Deuteronomy 24:13,Deuteronomy,"In any case thou shalt deliver him the pledge again when the sun goeth down, that he may sleep in his own raiment, and bless thee: and it shall be righteousness unto thee before the LORD thy God.","Deuteronomy 24:13 In any case it'd be great if you could deliver him the pledge again when the sun goeth down, that he may sleep in his own raiment, and bless thee: and it shall be righteousness unto thee before the LORD thy God.

"
24,14,Deuteronomy 24:14,Deuteronomy,"Thou shalt not oppress an hired servant that is poor and needy, whether he be of thy brethren, or of thy strangers that are in thy land within thy gates:","Deuteronomy 24:14 It'd be great if you could not oppress an hired servant that is poor and needy, whether he be of thy brethren, or of thy strangers that are in thy land within thy gates:

"
24,15,Deuteronomy 24:15,Deuteronomy,"At his day thou shalt give him his hire, neither shall the sun go down upon it; for he is poor, and setteth his heart upon it: lest he cry against thee unto the LORD, and it be sin unto thee.","Deuteronomy 24:15 At his day it'd be great if you could give him his hire, neither shall the sun go down upon it; for he is poor, and setteth his heart upon it: lest he cry against thee unto the LORD, and it be sin unto thee.

"
24,17,Deuteronomy 24:17,Deuteronomy,"Thou shalt not pervert the judgment of the stranger, nor of the fatherless; nor take a widow's raiment to pledge:","Deuteronomy 24:17 It'd be great if you could not pervert the judgment of the stranger, nor of the fatherless; nor take a widow's raiment to pledge:

"
24,18,Deuteronomy 24:18,Deuteronomy,"But thou shalt remember that thou wast a bondman in Egypt, and the LORD thy God redeemed thee thence: therefore I command thee to do this thing.","Deuteronomy 24:18 But it'd be great if you could remember that thou wast a bondman in Egypt, and the LORD thy God redeemed thee thence: therefore I command thee to do this thing.

"
24,19,Deuteronomy 24:19,Deuteronomy,"When thou cuttest down thine harvest in thy field, and hast forgot a sheaf in the field, thou shalt not go again to fetch it: it shall be for the stranger, for the fatherless, and for the widow: that the LORD thy God may bless thee in all the work of thine hands.","Deuteronomy 24:19 When thou cuttest down thine harvest in thy field, and hast forgot a sheaf in the field, it'd be great if you could not go again to fetch it: it shall be for the stranger, for the fatherless, and for the widow: that the LORD thy God may bless thee in all the work of thine hands.

"
24,20,Deuteronomy 24:20,Deuteronomy,"When thou beatest thine olive tree, thou shalt not go over the boughs again: it shall be for the stranger, for the fatherless, and for the widow.","Deuteronomy 24:20 When thou beatest thine olive tree, it'd be great if you could not go over the boughs again: it shall be for the stranger, for the fatherless, and for the widow.

"
24,21,Deuteronomy 24:21,Deuteronomy,"When thou gatherest the grapes of thy vineyard, thou shalt not glean it afterward: it shall be for the stranger, for the fatherless, and for the widow.","Deuteronomy 24:21 When thou gatherest the grapes of thy vineyard, it'd be great if you could not glean it afterward: it shall be for the stranger, for the fatherless, and for the widow.

"
24,22,Deuteronomy 24:22,Deuteronomy,And thou shalt remember that thou wast a bondman in the land of Egypt: therefore I command thee to do this thing.,"Deuteronomy 24:22 And it'd be great if you could remember that thou wast a bondman in the land of Egypt: therefore I command thee to do this thing.

"
25,4,Deuteronomy 25:4,Deuteronomy,Thou shalt not muzzle the ox when he treadeth out the corn.,"Deuteronomy 25:4 It'd be great if you could not muzzle the ox when he treadeth out the corn.

"
25,12,Deuteronomy 25:12,Deuteronomy,"Then thou shalt cut off her hand, thine eye shall not pity her.","Deuteronomy 25:12 Then it'd be great if you could cut off her hand, thine eye shall not pity her.

"
25,13,Deuteronomy 25:13,Deuteronomy,"Thou shalt not have in thy bag divers weights, a great and a small.","Deuteronomy 25:13 It'd be great if you could not have in thy bag divers weights, a great and a small.

"
25,14,Deuteronomy 25:14,Deuteronomy,"Thou shalt not have in thine house divers measures, a great and a small.","Deuteronomy 25:14 It'd be great if you could not have in thine house divers measures, a great and a small.

"
25,15,Deuteronomy 25:15,Deuteronomy,"But thou shalt have a perfect and just weight, a perfect and just measure shalt thou have: that thy days may be lengthened in the land which the LORD thy God giveth thee.","Deuteronomy 25:15 But it'd be great if you could have a perfect and just weight, a perfect and just measure shalt thou have: that thy days may be lengthened in the land which the LORD thy God giveth thee.

"
25,19,Deuteronomy 25:19,Deuteronomy,"Therefore it shall be, when the LORD thy God hath given thee rest from all thine enemies round about, in the land which the LORD thy God giveth thee for an inheritance to possess it, that thou shalt blot out the remembrance of Amalek from under heaven; thou shalt not forget it.","Deuteronomy 25:19 Therefore it shall be, when the LORD thy God hath given thee rest from all thine enemies round about, in the land which the LORD thy God giveth thee for an inheritance to possess it, that it'd be great if you could blot out the remembrance of Amalek from under heaven; it'd be great if you could not forget it.

"
26,2,Deuteronomy 26:2,Deuteronomy,"That thou shalt take of the first of all the fruit of the earth, which thou shalt bring of thy land that the LORD thy God giveth thee, and shalt put it in a basket, and shalt go unto the place which the LORD thy God shall choose to place his name there.","Deuteronomy 26:2 That it'd be great if you could take of the first of all the fruit of the earth, which it'd be great if you could bring of thy land that the LORD thy God giveth thee, and shalt put it in a basket, and shalt go unto the place which the LORD thy God shall choose to place his name there.

"
26,3,Deuteronomy 26:3,Deuteronomy,"And thou shalt go unto the priest that shall be in those days, and say unto him, I profess this day unto the LORD thy God, that I am come unto the country which the LORD sware unto our fathers for to give us.","Deuteronomy 26:3 And it'd be great if you could go unto the priest that shall be in those days, and say unto him, I profess this day unto the LORD thy God, that I am come unto the country which the LORD sware unto our fathers for to give us.

"
26,5,Deuteronomy 26:5,Deuteronomy,"And thou shalt speak and say before the LORD thy God, A Syrian ready to perish was my father, and he went down into Egypt, and sojourned there with a few, and became there a nation, great, mighty, and populous:","Deuteronomy 26:5 And it'd be great if you could speak and say before the LORD thy God, A Syrian ready to perish was my father, and he went down into Egypt, and sojourned there with a few, and became there a nation, great, mighty, and populous:

"
26,10,Deuteronomy 26:10,Deuteronomy,"And now, behold, I have brought the firstfruits of the land, which thou, O LORD, hast given me. And thou shalt set it before the LORD thy God, and worship before the LORD thy God:","Deuteronomy 26:10 And now, behold, I have brought the firstfruits of the land, which thou, O LORD, hast given me. And it'd be great if you could set it before the LORD thy God, and worship before the LORD thy God:

"
26,11,Deuteronomy 26:11,Deuteronomy,"And thou shalt rejoice in every good thing which the LORD thy God hath given unto thee, and unto thine house, thou, and the Levite, and the stranger that is among you.","Deuteronomy 26:11 And it'd be great if you could rejoice in every good thing which the LORD thy God hath given unto thee, and unto thine house, thou, and the Levite, and the stranger that is among you.

"
26,13,Deuteronomy 26:13,Deuteronomy,"Then thou shalt say before the LORD thy God, I have brought away the hallowed things out of mine house, and also have given them unto the Levite, and unto the stranger, to the fatherless, and to the widow, according to all thy commandments which thou hast commanded me: I have not transgressed thy commandments, neither have I forgotten them:","Deuteronomy 26:13 Then it'd be great if you could say before the LORD thy God, I have brought away the hallowed things out of mine house, and also have given them unto the Levite, and unto the stranger, to the fatherless, and to the widow, according to all thy commandments which thou hast commanded me: I have not transgressed thy commandments, neither have I forgotten them:

"
26,16,Deuteronomy 26:16,Deuteronomy,"This day the LORD thy God hath commanded thee to do these statutes and judgments: thou shalt therefore keep and do them with all thine heart, and with all thy soul.","Deuteronomy 26:16 This day the LORD thy God hath commanded thee to do these statutes and judgments: it'd be great if you could therefore keep and do them with all thine heart, and with all thy soul.

"
27,2,Deuteronomy 27:2,Deuteronomy,"And it shall be on the day when ye shall pass over Jordan unto the land which the LORD thy God giveth thee, that thou shalt set thee up great stones, and plaister them with plaister:","Deuteronomy 27:2 And it shall be on the day when ye shall pass over Jordan unto the land which the LORD thy God giveth thee, that it'd be great if you could set thee up great stones, and plaister them with plaister:

"
27,3,Deuteronomy 27:3,Deuteronomy,"And thou shalt write upon them all the words of this law, when thou art passed over, that thou mayest go in unto the land which the LORD thy God giveth thee, a land that floweth with milk and honey; as the LORD God of thy fathers hath promised thee.","Deuteronomy 27:3 And it'd be great if you could write upon them all the words of this law, when thou art passed over, that thou mayest go in unto the land which the LORD thy God giveth thee, a land that floweth with milk and honey; as the LORD God of thy fathers hath promised thee.

"
27,4,Deuteronomy 27:4,Deuteronomy,"Therefore it shall be when ye be gone over Jordan, that ye shall set up these stones, which I command you this day, in mount Ebal, and thou shalt plaister them with plaister.","Deuteronomy 27:4 Therefore it shall be when ye be gone over Jordan, that ye shall set up these stones, which I command you this day, in mount Ebal, and it'd be great if you could plaister them with plaister.

"
27,5,Deuteronomy 27:5,Deuteronomy,"And there shalt thou build an altar unto the LORD thy God, an altar of stones: thou shalt not lift up any iron tool upon them.","Deuteronomy 27:5 And there shalt thou build an altar unto the LORD thy God, an altar of stones: it'd be great if you could not lift up any iron tool upon them.

"
27,6,Deuteronomy 27:6,Deuteronomy,Thou shalt build the altar of the LORD thy God of whole stones: and thou shalt offer burnt offerings thereon unto the LORD thy God:,"Deuteronomy 27:6 It'd be great if you could build the altar of the LORD thy God of whole stones: and it'd be great if you could offer burnt offerings thereon unto the LORD thy God:

"
27,7,Deuteronomy 27:7,Deuteronomy,"And thou shalt offer peace offerings, and shalt eat there, and rejoice before the LORD thy God.","Deuteronomy 27:7 And it'd be great if you could offer peace offerings, and shalt eat there, and rejoice before the LORD thy God.

"
27,8,Deuteronomy 27:8,Deuteronomy,And thou shalt write upon the stones all the words of this law very plainly.,"Deuteronomy 27:8 And it'd be great if you could write upon the stones all the words of this law very plainly.

"
27,10,Deuteronomy 27:10,Deuteronomy,"Thou shalt therefore obey the voice of the LORD thy God, and do his commandments and his statutes, which I command thee this day.","Deuteronomy 27:10 It'd be great if you could therefore obey the voice of the LORD thy God, and do his commandments and his statutes, which I command thee this day.

"
28,1,Deuteronomy 28:1,Deuteronomy,"AND it shall come to pass, if thou shalt hearken diligently unto the voice of the LORD thy God, to observe and to do all his commandments which I command thee this day, that the LORD thy God will set thee on high above all nations of the earth:","Deuteronomy 28:1 AND it shall come to pass, if it'd be great if you could hearken diligently unto the voice of the LORD thy God, to observe and to do all his commandments which I command thee this day, that the LORD thy God will set thee on high above all nations of the earth:

"
28,2,Deuteronomy 28:2,Deuteronomy,"And all these blessings shall come on thee, and overtake thee, if thou shalt hearken unto the voice of the LORD thy God.","Deuteronomy 28:2 And all these blessings shall come on thee, and overtake thee, if it'd be great if you could hearken unto the voice of the LORD thy God.

"
28,9,Deuteronomy 28:9,Deuteronomy,"The LORD shall establish thee an holy people unto himself, as he hath sworn unto thee, if thou shalt keep the commandments of the LORD thy God, and walk in his ways.","Deuteronomy 28:9 The LORD shall establish thee an holy people unto himself, as he hath sworn unto thee, if it'd be great if you could keep the commandments of the LORD thy God, and walk in his ways.

"
28,12,Deuteronomy 28:12,Deuteronomy,"The LORD shall open unto thee his good treasure, the heaven to give the rain unto thy land in his season, and to bless all the work of thine hand: and thou shalt lend unto many nations, and thou shalt not borrow.","Deuteronomy 28:12 The LORD shall open unto thee his good treasure, the heaven to give the rain unto thy land in his season, and to bless all the work of thine hand: and it'd be great if you could lend unto many nations, and it'd be great if you could not borrow.

"
28,13,Deuteronomy 28:13,Deuteronomy,"And the LORD shall make thee the head, and not the tail; and thou shalt be above only, and thou shalt not be beneath; if that thou hearken unto the commandments of the LORD thy God, which I command thee this day, to observe and to do them:","Deuteronomy 28:13 And the LORD shall make thee the head, and not the tail; and it'd be great if you could be above only, and it'd be great if you could not be beneath; if that thou hearken unto the commandments of the LORD thy God, which I command thee this day, to observe and to do them:

"
28,14,Deuteronomy 28:14,Deuteronomy,"And thou shalt not go aside from any of the words which I command thee this day, to the right hand, or to the left, to go after other gods to serve them.","Deuteronomy 28:14 And it'd be great if you could not go aside from any of the words which I command thee this day, to the right hand, or to the left, to go after other gods to serve them.

"
28,25,Deuteronomy 28:25,Deuteronomy,"The LORD shall cause thee to be smitten before thine enemies: thou shalt go out one way against them, and flee seven ways before them: and shalt be removed into all the kingdoms of the earth.","Deuteronomy 28:25 The LORD shall cause thee to be smitten before thine enemies: it'd be great if you could go out one way against them, and flee seven ways before them: and shalt be removed into all the kingdoms of the earth.

"
28,29,Deuteronomy 28:29,Deuteronomy,"And thou shalt grope at noonday, as the blind gropeth in darkness, and thou shalt not prosper in thy ways: and thou shalt be only oppressed and spoiled evermore, and no man shall save thee.","Deuteronomy 28:29 And it'd be great if you could grope at noonday, as the blind gropeth in darkness, and it'd be great if you could not prosper in thy ways: and it'd be great if you could be only oppressed and spoiled evermore, and no man shall save thee.

"
28,30,Deuteronomy 28:30,Deuteronomy,"Thou shalt betroth a wife, and another man shall lie with her: thou shalt build an house, and thou shalt not dwell therein: thou shalt plant a vineyard, and shalt not gather the grapes thereof.","Deuteronomy 28:30 It'd be great if you could betroth a wife, and another man shall lie with her: it'd be great if you could build an house, and it'd be great if you could not dwell therein: it'd be great if you could plant a vineyard, and shalt not gather the grapes thereof.

"
28,31,Deuteronomy 28:31,Deuteronomy,"Thine ox shall be slain before thine eyes, and thou shalt not eat thereof: thine ass shall be violently taken away from before thy face, and shall not be restored to thee: thy sheep shall be given unto thine enemies, and thou shalt have none to rescue them.","Deuteronomy 28:31 Thine ox shall be slain before thine eyes, and it'd be great if you could not eat thereof: thine ass shall be violently taken away from before thy face, and shall not be restored to thee: thy sheep shall be given unto thine enemies, and it'd be great if you could have none to rescue them.

"
28,33,Deuteronomy 28:33,Deuteronomy,"The fruit of thy land, and all thy labours, shall a nation which thou knowest not eat up; and thou shalt be only oppressed and crushed alway:","Deuteronomy 28:33 The fruit of thy land, and all thy labours, shall a nation which thou knowest not eat up; and it'd be great if you could be only oppressed and crushed alway:

"
28,34,Deuteronomy 28:34,Deuteronomy,So that thou shalt be mad for the sight of thine eyes which thou shalt see.,"Deuteronomy 28:34 So that it'd be great if you could be mad for the sight of thine eyes which it'd be great if you could see.

"
28,36,Deuteronomy 28:36,Deuteronomy,"The LORD shall bring thee, and thy king which thou shalt set over thee, unto a nation which neither thou nor thy fathers have known; and there shalt thou serve other gods, wood and stone.","Deuteronomy 28:36 The LORD shall bring thee, and thy king which it'd be great if you could set over thee, unto a nation which neither thou nor thy fathers have known; and there shalt thou serve other gods, wood and stone.

"
28,37,Deuteronomy 28:37,Deuteronomy,"And thou shalt become an astonishment, a proverb, and a byword, among all nations whither the LORD shall lead thee.","Deuteronomy 28:37 And it'd be great if you could become an astonishment, a proverb, and a byword, among all nations whither the LORD shall lead thee.

"
28,38,Deuteronomy 28:38,Deuteronomy,"Thou shalt carry much seed out into the field, and shalt gather but little in; for the locust shall consume it.","Deuteronomy 28:38 It'd be great if you could carry much seed out into the field, and shalt gather but little in; for the locust shall consume it.

"
28,39,Deuteronomy 28:39,Deuteronomy,"Thou shalt plant vineyards, and dress them, but shalt neither drink of the wine, nor gather the grapes; for the worms shall eat them.","Deuteronomy 28:39 It'd be great if you could plant vineyards, and dress them, but shalt neither drink of the wine, nor gather the grapes; for the worms shall eat them.

"
28,40,Deuteronomy 28:40,Deuteronomy,"Thou shalt have olive trees throughout all thy coasts, but thou shalt not anoint thyself with the oil; for thine olive shall cast his fruit.","Deuteronomy 28:40 It'd be great if you could have olive trees throughout all thy coasts, but it'd be great if you could not anoint thyself with the oil; for thine olive shall cast his fruit.

"
28,41,Deuteronomy 28:41,Deuteronomy,"Thou shalt beget sons and daughters, but thou shalt not enjoy them; for they shall go into captivity.","Deuteronomy 28:41 It'd be great if you could beget sons and daughters, but it'd be great if you could not enjoy them; for they shall go into captivity.

"
28,43,Deuteronomy 28:43,Deuteronomy,The stranger that is within thee shall get up above thee very high; and thou shalt come down very low.,"Deuteronomy 28:43 The stranger that is within thee shall get up above thee very high; and it'd be great if you could come down very low.

"
28,44,Deuteronomy 28:44,Deuteronomy,"He shall lend to thee, and thou shalt not lend to him: he shall be the head, and thou shalt be the tail.","Deuteronomy 28:44 He shall lend to thee, and it'd be great if you could not lend to him: he shall be the head, and it'd be great if you could be the tail.

"
28,49,Deuteronomy 28:49,Deuteronomy,"The LORD shall bring a nation against thee from far, from the end of the earth, as swift as the eagle flieth; a nation whose tongue thou shalt not understand;","Deuteronomy 28:49 The LORD shall bring a nation against thee from far, from the end of the earth, as swift as the eagle flieth; a nation whose tongue it'd be great if you could not understand;

"
28,53,Deuteronomy 28:53,Deuteronomy,"And thou shalt eat the fruit of thine own body, the flesh of thy sons and of thy daughters, which the LORD thy God hath given thee, in the siege, and in the straitness, wherewith thine enemies shall distress thee:","Deuteronomy 28:53 And it'd be great if you could eat the fruit of thine own body, the flesh of thy sons and of thy daughters, which the LORD thy God hath given thee, in the siege, and in the straitness, wherewith thine enemies shall distress thee:

"
28,64,Deuteronomy 28:64,Deuteronomy,"And the LORD shall scatter thee among all people, from the one end of the earth even unto the other; and there thou shalt serve other gods, which neither thou nor thy fathers have known, even wood and stone.","Deuteronomy 28:64 And the LORD shall scatter thee among all people, from the one end of the earth even unto the other; and there it'd be great if you could serve other gods, which neither thou nor thy fathers have known, even wood and stone.

"
28,66,Deuteronomy 28:66,Deuteronomy,"And thy life shall hang in doubt before thee; and thou shalt fear day and night, and shalt have none assurance of thy life:","Deuteronomy 28:66 And thy life shall hang in doubt before thee; and it'd be great if you could fear day and night, and shalt have none assurance of thy life:

"
28,67,Deuteronomy 28:67,Deuteronomy,"In the morning thou shalt say, Would God it were even! and at even thou shalt say, Would God it were morning! for the fear of thine heart wherewith thou shalt fear, and for the sight of thine eyes which thou shalt see.","Deuteronomy 28:67 In the morning it'd be great if you could say, Would God it were even! and at even it'd be great if you could say, Would God it were morning! for the fear of thine heart wherewith it'd be great if you could fear, and for the sight of thine eyes which it'd be great if you could see.

"
28,68,Deuteronomy 28:68,Deuteronomy,"And the LORD shall bring thee into Egypt again with ships, by the way whereof I spake unto thee, Thou shalt see it no more again: and there ye shall be sold unto your enemies for bondmen and bondwomen, and no man shall buy you.","Deuteronomy 28:68 And the LORD shall bring thee into Egypt again with ships, by the way whereof I spake unto thee, it'd be great if you could see it no more again: and there ye shall be sold unto your enemies for bondmen and bondwomen, and no man shall buy you.

"
30,1,Deuteronomy 30:1,Deuteronomy,"AND it shall come to pass, when all these things are come upon thee, the blessing and the curse, which I have set before thee, and thou shalt call them to mind among all the nations, whither the LORD thy God hath driven thee,","Deuteronomy 30:1 AND it shall come to pass, when all these things are come upon thee, the blessing and the curse, which I have set before thee, and it'd be great if you could call them to mind among all the nations, whither the LORD thy God hath driven thee,

"
30,5,Deuteronomy 30:5,Deuteronomy,"And the LORD thy God will bring thee into the land which thy fathers possessed, and thou shalt possess it; and he will do thee good, and multiply thee above thy fathers.","Deuteronomy 30:5 And the LORD thy God will bring thee into the land which thy fathers possessed, and it'd be great if you could possess it; and he will do thee good, and multiply thee above thy fathers.

"
30,8,Deuteronomy 30:8,Deuteronomy,"And thou shalt return and obey the voice of the LORD, and do all his commandments which I command thee this day.","Deuteronomy 30:8 And it'd be great if you could return and obey the voice of the LORD, and do all his commandments which I command thee this day.

"
30,10,Deuteronomy 30:10,Deuteronomy,"If thou shalt hearken unto the voice of the LORD thy God, to keep his commandments and his statutes which are written in this book of the law, and if thou turn unto the LORD thy God with all thine heart, and with all thy soul.","Deuteronomy 30:10 If it'd be great if you could hearken unto the voice of the LORD thy God, to keep his commandments and his statutes which are written in this book of the law, and if thou turn unto the LORD thy God with all thine heart, and with all thy soul.

"
31,2,Deuteronomy 31:2,Deuteronomy,"And he said unto them, I am an hundred and twenty years old this day; I can no more go out and come in: also the LORD hath said unto me, Thou shalt not go over this Jordan.","Deuteronomy 31:2 And he said unto them, I am an hundred and twenty years old this day; I can no more go out and come in: also the LORD hath said unto me, it'd be great if you could not go over this Jordan.

"
31,3,Deuteronomy 31:3,Deuteronomy,"The LORD thy God, he will go over before thee, and he will destroy these nations from before thee, and thou shalt possess them: and Joshua, he shall go over before thee, as the LORD hath said.","Deuteronomy 31:3 The LORD thy God, he will go over before thee, and he will destroy these nations from before thee, and it'd be great if you could possess them: and Joshua, he shall go over before thee, as the LORD hath said.

"
31,7,Deuteronomy 31:7,Deuteronomy,"And Moses called unto Joshua, and said unto him in the sight of all Israel, Be strong and of a good courage: for thou must go with this people unto the land which the LORD hath sworn unto their fathers to give them; and thou shalt cause them to inherit it.","Deuteronomy 31:7 And Moses called unto Joshua, and said unto him in the sight of all Israel, Be strong and of a good courage: for thou must go with this people unto the land which the LORD hath sworn unto their fathers to give them; and it'd be great if you could cause them to inherit it.

"
31,11,Deuteronomy 31:11,Deuteronomy,"When all Israel is come to appear before the LORD thy God in the place which he shall choose, thou shalt read this law before all Israel in their hearing.","Deuteronomy 31:11 When all Israel is come to appear before the LORD thy God in the place which he shall choose, it'd be great if you could read this law before all Israel in their hearing.

"
31,16,Deuteronomy 31:16,Deuteronomy,"And the LORD said unto Moses, Behold, thou shalt sleep with thy fathers; and this people will rise up, and go a whoring after the gods of the strangers of the land, whither they go to be among them, and will forsake me, and break my covenant which I have made with them.","Deuteronomy 31:16 And the LORD said unto Moses, Behold, it'd be great if you could sleep with thy fathers; and this people will rise up, and go a whoring after the gods of the strangers of the land, whither they go to be among them, and will forsake me, and break my covenant which I have made with them.

"
31,23,Deuteronomy 31:23,Deuteronomy,"And he gave Joshua the son of Nun a charge, and said, Be strong and of a good courage: for thou shalt bring the children of Israel into the land which I sware unto them: and I will be with thee.","Deuteronomy 31:23 And he gave Joshua the son of Nun a charge, and said, Be strong and of a good courage: for it'd be great if you could bring the children of Israel into the land which I sware unto them: and I will be with thee.

"
32,52,Deuteronomy 32:52,Deuteronomy,Yet thou shalt see the land before thee; but thou shalt not go thither unto the land which I give the children of Israel.,"Deuteronomy 32:52 Yet it'd be great if you could see the land before thee; but it'd be great if you could not go thither unto the land which I give the children of Israel.

"
33,29,Deuteronomy 33:29,Deuteronomy,"Happy art thou, O Israel: who is like unto thee, O people saved by the LORD, the shield of thy help, and who is the sword of thy excellency! and thine enemies shall be found liars unto thee; and thou shalt tread upon their high places.","Deuteronomy 33:29 Happy art thou, O Israel: who is like unto thee, O people saved by the LORD, the shield of thy help, and who is the sword of thy excellency! and thine enemies shall be found liars unto thee; and it'd be great if you could tread upon their high places.

"
34,4,Deuteronomy 34:4,Deuteronomy,"And the LORD said unto him, This is the land which I sware unto Abraham, unto Isaac, and unto Jacob, saying, I will give it unto thy seed: I have caused thee to see it with thine eyes, but thou shalt not go over thither.","Deuteronomy 34:4 And the LORD said unto him, This is the land which I sware unto Abraham, unto Isaac, and unto Jacob, saying, I will give it unto thy seed: I have caused thee to see it with thine eyes, but it'd be great if you could not go over thither.

"
1,8,Joshua 1:8,Joshua,"This book of the law shall not depart out of thy mouth; but thou shalt meditate therein day and night, that thou mayest observe to do according to all that is written therein: for then thou shalt make thy way prosperous, and then thou shalt have good success.","Joshua 1:8 This book of the law shall not depart out of thy mouth; but it'd be great if you could meditate therein day and night, that thou mayest observe to do according to all that is written therein: for then it'd be great if you could make thy way prosperous, and then it'd be great if you could have good success.

"
2,18,Joshua 2:18,Joshua,"Behold, when we come into the land, thou shalt bind this line of scarlet thread in the window which thou didst let us down by: and thou shalt bring thy father, and thy mother, and thy brethren, and all thy father's household, home unto thee.","Joshua 2:18 Behold, when we come into the land, it'd be great if you could bind this line of scarlet thread in the window which thou didst let us down by: and it'd be great if you could bring thy father, and thy mother, and thy brethren, and all thy father's household, home unto thee.

"
3,8,Joshua 3:8,Joshua,"And thou shalt command the priests that bear the ark of the covenant, saying, When ye are come to the brink of the water of Jordan, ye shall stand still in Jordan.","Joshua 3:8 And it'd be great if you could command the priests that bear the ark of the covenant, saying, When ye are come to the brink of the water of Jordan, ye shall stand still in Jordan.

"
8,2,Joshua 8:2,Joshua,"And thou shalt do to Ai and her king as thou didst unto Jericho and her king: only the spoil thereof, and the cattle thereof, shall ye take for a prey unto yourselves: lay thee an ambush for the city behind it.","Joshua 8:2 And it'd be great if you could do to Ai and her king as thou didst unto Jericho and her king: only the spoil thereof, and the cattle thereof, shall ye take for a prey unto yourselves: lay thee an ambush for the city behind it.

"
11,6,Joshua 11:6,Joshua,"And the LORD said unto Joshua, Be not afraid because of them: for to morrow about this time will I deliver them up all slain before Israel: thou shalt hough their horses, and burn their chariots with fire.","Joshua 11:6 And the LORD said unto Joshua, Be not afraid because of them: for to morrow about this time will I deliver them up all slain before Israel: it'd be great if you could hough their horses, and burn their chariots with fire.

"
17,17,Joshua 17:17,Joshua,"And Joshua spake unto the house of Joseph, even to Ephraim and to Manasseh, saying, Thou art a great people, and hast great power: thou shalt not have one lot only:","Joshua 17:17 And Joshua spake unto the house of Joseph, even to Ephraim and to Manasseh, saying, Thou art a great people, and hast great power: it'd be great if you could not have one lot only:

"
17,18,Joshua 17:18,Joshua,"But the mountain shall be thine; for it is a wood, and thou shalt cut it down: and the outgoings of it shall be thine: for thou shalt drive out the Canaanites, though they have iron chariots, and though they be strong.","Joshua 17:18 But the mountain shall be thine; for it is a wood, and it'd be great if you could cut it down: and the outgoings of it shall be thine: for it'd be great if you could drive out the Canaanites, though they have iron chariots, and though they be strong.

"
4,20,Judges 4:20,Judges,"Again he said unto her, Stand in the door of the tent, and it shall be, when any man doth come and inquire of thee, and say, Is there any man here? that thou shalt say, No.","Judges 4:20 Again he said unto her, Stand in the door of the tent, and it shall be, when any man doth come and inquire of thee, and say, Is there any man here? that it'd be great if you could say, No.

"
6,14,Judges 6:14,Judges,"And the LORD looked upon him, and said, Go in this thy might, and thou shalt save Israel from the hand of the Midianites: have not I sent thee?","Judges 6:14 And the LORD looked upon him, and said, Go in this thy might, and it'd be great if you could save Israel from the hand of the Midianites: have not I sent thee?

"
6,16,Judges 6:16,Judges,"And the LORD said unto him, Surely I will be with thee, and thou shalt smite the Midianites as one man.","Judges 6:16 And the LORD said unto him, Surely I will be with thee, and it'd be great if you could smite the Midianites as one man.

"
6,23,Judges 6:23,Judges,"And the LORD said unto him, Peace be unto thee; fear not: thou shalt not die.","Judges 6:23 And the LORD said unto him, Peace be unto thee; fear not: it'd be great if you could not die.

"
6,26,Judges 6:26,Judges,"And build an altar unto the LORD thy God upon the top of this rock, in the ordered place, and take the second bullock, and offer a burnt sacrifice with the wood of the grove which thou shalt cut down.","Judges 6:26 And build an altar unto the LORD thy God upon the top of this rock, in the ordered place, and take the second bullock, and offer a burnt sacrifice with the wood of the grove which it'd be great if you could cut down.

"
7,11,Judges 7:11,Judges,And thou shalt hear what they say; and afterward shall thine hands be strengthened to go down unto the host. Then went he down with Phurah his servant unto the outside of the armed men that were in the host.,"Judges 7:11 And it'd be great if you could hear what they say; and afterward shall thine hands be strengthened to go down unto the host. Then went he down with Phurah his servant unto the outside of the armed men that were in the host.

"
