"","uid","cluster","size","begin","end","category","contributor","date","id","issue","lang","series","text","heading","url","altSource","corpus","ed","seq","firstPageId","title"
"36308",-1600419404072070656,422907,317,2635,7143,"News","null","1892-11-03","5EAQ-1892-NOV03-003-009","5EAQ-1892-NOV03","null","97016097","from the beginning,
that we love one another."" The
lady was a member of the Young
People's Society, and so familiar
with her Bible. Turning to the
book of Ruth she marked verse 10
in chapter 2 and handed it back to
him. ""Then she fell on her face
and bowed herself to the ground,
and said unto him, Why have I
found grace in thine eyes, that
thou shouldst take knowledge of
me, seeing I am a stranger ?"" . To




 this he made answer by directing
her attention to 2 John, verse 12:
""Having many things to write unto
you, I would not write with paper
and ink : but I trust to come unto
you and speak face to face, that
our joy may be full","Courting by Scripture","null","null","gale-us","null","null","null","97016097"
"36309",-4938218487152559104,422907,317,0,943,"Article","null","1892-12-13","trove/101865771","trove/413/1892-12-13","null","trove/413","Bible Courtship. A. TOCNO gentleman happening (a sit at oburoh ina pew adjoining odd in which was a young lady for whom ho conceived a mast sudden and violent passion, felt desirous of entering into courtship on the spot, but the place not suiting a format declaration ho adapted the following plan :—Ho politely handed his f.iir neighbour a Bible open, with a pin stuck in 2 John, V.—""And now I beseoch thee, lady, not ob though I wrote n now commandment unto thee, but that which we had from the begining, that wo love one another."" She roturned it with tlio following Ruth, chapter ii, tenth verse— "" Why navo I found grace in tliine oyes that thou shouldest talio knowledge of mo, seeing I im a stranger?' lie returned the book, pointing to the tivelvHi verso, second npistle of J'lhn,"" Having mmy things to write lo you. I would not wiito with papor and ink) but I trust to come unto ycu and speak f«ro tn fh'ii th it. nnr joy miy be full","Bible Courtship.","http://trove.nla.gov.au/ndp/del/article/101865771","null","trove","null","3","10657608","Wagga Wagga Advertiser (NSW : 1875 - 1910)"
"36310",-2871116023750957056,422907,317,16073,17135,"Article","null","1893-01-11","trove/144503786","trove/247/1893-01-11","null","trove/247","in favor of the innocent big drum* A young gentleman happening to sit at church in a pew adjoining one in which was a young lady for whom he conceived a most sudden and violent passion felt desirous of entering into courtship on tbe spot, but the plaee not suiting a formal declaration he adopted, the following plan He politely banded his neighbour a Bible open, with a pin stuck In the following text 2nd Bpistle of John, 6th Terse, 'And now I beseech thee, lady, not as though I wrote a new commandment unto thee, but that which we had from the beginning, that we lore one another.' She returned it with the following : — Bntb, 2nd ohapter, lOlh verse, ' Why have 1 fonnd favor in thine eyes, that thou ehouldest take knowledge of me, seeing I am a stranger?' He returned tbe book, pointing to the 12th verse, 2nd Bpistle of John, 41 Having many things to write nuto yon I would not write with paper and ink, bat I trust to come unto you and speak face to face, that our joy may be full.' The marriage took place the following week. A St. KILDA MAN was in the","No title","http://trove.nla.gov.au/ndp/del/article/144503786","null","trove","null","2","17007770","The Prahran Telegraph (Vic. : 1889 - 1930)"
"36311",5606156193680158720,422907,317,17191,25450,"News","null","1893-02-04","5AJD-1893-FEB04-001-014","5AJD-1893-FEB04","null","83025079","tihe discre­
tion of the court.


Courtship in Church.
A younlg gentleman happening 1
to sit in church in a pew adjoining I
one in which sat a young lady, for 1
whom he conceived a sudden and
violent passion, was desirous of
entering into a courtship on the I
spot; but the place not suiting a º
formal declaration, the exigency
ot the case suggested the following
'plan: HIe politely handed his fair
neighbor a bible (open) with a pin
stuck in the following text: See.
ond Epistle of John, verse 5th­
""And now-I beseech thee, lady,
not as though, 1 wrote a new com.
miandment unto thee, but that
which we had from the beginning,
that we love one another."" She
returned it pointing to the second
Chapter of Ruth, verse 10th­
'Then she fell on her face, and
bowed herself to the ground, and
said unto him. Why have I found
grace in thine eyes, that thou
shouldst take knowledge of me, a
seeing that I am a stranger i"" ""He
returned the book, pointing to the
thirteenth verse of the Third
Epistle of lohn --""Having many
things to write unto you, I will not a
write with paper and ink, but I
trust to come unto you, and speak c
face to face, that our joy may be
full."" From the above interview I
a marriage took place the ensuing r
week.--Ladie's Home Journal","Protection of Indian Tribes from Trespassers","null","null","gale-us","null","null","null","Cherokee Advocate (Tahlequah, OK)"
"36312",7489761449434776576,422907,317,5868,11064,"News","null","1893-08-12","5DXI-1893-AUG12-005-002","5DXI-1893-AUG12","null","84024584","the exigencies oa the bcae suggested
a plan
He politely handed his fair nesihbor a
Tbble, open, with a pl stauck in bthe follow.­
ug test: 2d epistle of John, vrese 5-""And
now Ih, beseech thee, lady, not os though I
vrote a new commandment nato thee, bt
thst which
we had froma the beginning, that
we love ouu another."" She answered with
the foilowing: 21 Ruth, 10th Terce­
Y ""Then the fell on lher ace, and bowed her­
Ssel tothe ground, and said onto him, 'Why
htav S lotted-.groda i thi yeoibot iPso




 shouldst take knowledge of me, seeing I an
a stranger?' ""
Re returned t e hook, pointing to the
13th verse ot the 3d epistle ot John-""I'
had many things to warite, bot I will not
with Ink and pen write ano thei but I
trust I shall shortly sa thee, and we shall
speak face to fc."" e, .
And","Courtship at Cape May","null","null","gale-us","null","null","null","84024584"
"36313",63884288951432144,422907,317,10771,11488,"Article","null","1895-04-04","trove/166452155","trove/824/1895-04-04","null","trove/824","handing her a Bible with a pin stuek in the following text:—2nd Epistle of John, verse 5—"" And now I beseech thee, lady, not as though I wrote a new commandment unto thee, but that which we had from the beginning, that we love one another,"" She returned it with the following—2nd chapter of Ruth 10th verse-—"" Then she fell on her face and bowed herself '4 * to the ground and said unto Jiitti^Why have I found grace in thine^ eyes that thou shouldst take notice ot me, seeing I am a stranger V' He4 T$il0ne& the book, pointing to the 12ttf verse#? the third Epistle of John — ** Having many things to write untof you, X would not write with paper and ink -; but I trust to come unto you, and speak face to face."" The","TO CLEM HILL.","http://trove.nla.gov.au/ndp/del/article/166452155","null","trove","null","5","19468543","Quiz and the Lantern (Adelaide, SA : 1890 - 1900)"
"36314",5468391988742146048,422907,317,1597,2737,"Article","null","1895-07-26","trove/97570565","trove/371/1895-07-26","null","trove/371","alone.' '???'?'? 'i:: : d£fi *-?$? A young gentleman at bhuroh oonoeived ?£? moat sudden arid violent passion for a youngs lady in the next pew, and felt desirous of entering into courtship on the . spot y bat 'the/ place sot suiting a formalr.deolaration, $nV exigency suggested the following jplan : — Ho politely bands! &&. fair neiglibonr ^?3Kble, open, with. a. pin stuck in the following text : 2nd Epistle of John, verse 5— ' And: libir AI beseech thee, lady, not as though I wrote a new commandment unto thee; bat that which we had from the beginning, that we love one j another.' She returned it vith the -ollow«i» ing : 2nd chaptervpf Ruth, 10th v. — ' Then she fell on her face and bowed herself to the ground .and said unto him, Why. have I fonnd graqe in thine eyes that thoa ehonldotl take notice of me, seeing J am a Btranger^'-He returned the book; pointing to the 12th ! verse of the 3rd Epistle of John. ',' flawing many things to write onto yon, I- wbaldiiot write with paper and ink ; but I trust to I; come onto you, and speak face to faoe.'^ From the above interview the marriage .took place the following week. .' . —","Jocularious.","http://trove.nla.gov.au/ndp/del/article/97570565","null","trove","null","2","9600621","Bunyip (Gawler, SA : 1863 - 1954)"
"36315",8763119205186066432,422907,317,121058,129115,"null","null","1895-09-06","sn85033781/1895-09-06/ed-1/seq-5","sn85033781/1895-09-06/ed-1","null","sn85033781","Bros.
A Uible Courtship.
A young gentleman at church con­
ceived a most sadden and violent pas­
sion for a young lady iu the next pew,
and felt desirous of entering into a
courtship ou the spot, but the place not
suiting a formal declaration the exigen­
cy suggested the following plan: He
politely handed his fair neighbor a Bi­
ble, open, with a pin stuck in the fol­
lowing text second epistle of John,
verse 5: ""And now I beseech thee,
lady, not as though I wrote a new com­
mandment unto thee, but that which
w had from the beginning, that we
love one another. "" She returned it with
tho following second chapter of Ruth,
verse 10: ""Then she fell ou her face
and bowed herself to tho ground, and
said unto him, why have I found grace
in thine eyes, that thou shouldst take
notice of me, seeing I am a stranger?""
He returned the book, pointing to
verse 12 of the third epistle of John,
""Having many things to write unto
you, I would not write with paper and
ink, but I trust to come unto you and
speak face to face. "" From the above in­
terview the marriage took place the
coming week. Scottish American","null","http://chroniclingamerica.loc.gov/lccn/sn85033781/1895-09-06/ed-1/seq-5/print/image_600x600_from_3802%2C4888_to_4824%2C6748/","null","ca","1","5","null","The true northerner. (Paw Paw, Mich.) 1855-1920"
"36316",8305030797963553792,422907,317,165972,173786,"null","null","1895-09-10","sn85025715/1895-09-10/ed-1/seq-5","sn85025715/1895-09-10/ed-1","null","sn85025715","Democrat
Church Ciiiirt.Hhlii.
A yonnggoiitlomun at church conceiv­
eduinostsnddou und violent passem for
a young lady 111 tho next pew und felt
desirous of entering into courtship mi
tho apt t, hut the place not suiting 0 form?
al declaration the exigency suggested
tho following plan: Ho politely handed
his fair neighbor a Bible open, with a
pin stuck in tho following text:
Second Epistle of John, von? 5:
""And now I beseech thee, lady, not us
though I wrote a new commandment
onto thee, but that which wu had from
the beginning that wo love ono another.""
She returned it with tho following:
Second chapter of Ruth, tenth verso:
""Then sho fell Oll bor faco und bowed
herself to the ground and said unto
him, Why have I found grace iu thine
eyes that thou shonldst take notico of
mo, sooiug I am a stranger?"" Ho return­
od tho hook, pointing to tho twokih
verso of tho third Epistle of John:
""Having many things to write unto
you, 1 would not write, with paper and
ink, hut 1 trust, to come unto you and
speak face to fueo. ""
From tho/above interview tho mar?
riage took place the coming week.?
i Scottish American.
Pitcher","null","http://chroniclingamerica.loc.gov/lccn/sn85025715/1895-09-10/ed-1/seq-5/print/image_600x600_from_3179%2C4834_to_3967%2C6189/","null","ca","1","5","null","Norfolk Virginian"
"36317",64934855026594176,422907,317,131321,138790,"null","null","1895-09-14","sn92053934/1895-09-14/ed-1/seq-3","sn92053934/1895-09-14/ed-1","null","sn92053934","pontlcman at chnreh enn-
ieivod a most smlden and. violent tias-
sinn for a ynni:g lady in tho next pew,
end felt desirous of outcring into a
eonrtship 011 tho spot, but the place not
saiting a formal declaration the exigen
cy Kaircsted tho following plan : He
politely banded his fair neighbor a Bi­
ble, open, vith a piu stuck iu tho fol­
lowing text second epistlo of John,
verso 5: ""And now I beseech thee,
Ltdy, not as though I wrote a now com­
mandment unto thee, but that which
wo had from the beginning, that we
iovo 0110 cnothcr. She returned it with
tho following surond chapter of Rath,
verse 10: ""Then riio fell on her face
and bowed herself to tho frronnd, and
gaid unto him, why havo I found Trace
in thiuo eyes, that thou shrmldst tnko
notice of mo, seeing I am a stranger?""
Ho returned tho liook, pointing to
verso 12of tho third opistlo of John,
Havms many wings to wruo onto
yon, I wonld not write with paper and
ink, bat I tmst to como unto yon and
speak f;K-o to face. "" From the abovo in­
terview tho marriaRO took place the
coming week. Scottish American","null","http://chroniclingamerica.loc.gov/lccn/sn92053934/1895-09-14/ed-1/seq-3/print/image_600x600_from_3085%2C1390_to_3953%2C2796/","null","ca","1","3","null","Rock Island Argus"
"36318",7169132621676790784,422907,317,134799,142702,"null","null","1895-09-25","sn84026925/1895-09-25/ed-1/seq-4","sn84026925/1895-09-25/ed-1","null","sn84026925","person on the seat.
Church Courtship.?A young
gentleman at churen eouceived a most
violent and sudden passion for a young
lady in the next pew, and felt desirous
of entering in courtship on the spot ;
but the place not suiting a formal declaration,
the exigency suggested the
following plan : He politely handed
his fair neighbor a Bible open, with a
pin stuck in the following text:
Second Epistle of John, verse 5:
""And now I beseech thee lady, not as
though I wrote a new commandment
unto thee, but that which we had from
the beginning, that we love another.""
She returned it with the following :
Secoud chapter of Ruth, 10th verse :
""Then she fell on her face and bowed
herself to the ground, and said unto
him, 'Why have I found grace in thine
eyes, that thou shouldst take uotice of
me, seeing I am a stranger?""
He returned the book, pointing to
the 12th verse of the Second Epistle of
John : ""Having mauy things to write
unto vou. I would not write with paper

and ink ; but I trust to come unto you
and speak face to face.""
From the above interview the marriage
took place the coming week.
YOUR JOB PRINTING","null","http://chroniclingamerica.loc.gov/lccn/sn84026925/1895-09-25/ed-1/seq-4/print/image_600x600_from_2854%2C6512_to_3913%2C8350/","null","ca","1","4","null","Yorkville enquirer. (Yorkville, S.C.) 1855-2006"
"36319",-45267305518826864,422907,317,97838,105761,"null","null","1895-09-25","sn87078321/1895-09-25/ed-1/seq-1","sn87078321/1895-09-25/ed-1","null","sn87078321","Illble Cuurtalilp.
A young gentleman nt church con­
volved a most sudden uud violent pas­
sion for a young lady in tho next paw,
nnd felt desirous of entering into a
rourtship on tho spot, bnt the place not
inking a formal declaration tho cxigon­
ry suggested tho following plan: He
politely handed his fair neighbor a Bi­
ble, open, with a pin stuck in the fol­
lowing text second epistle of John,
Verso 5: ""And now I beseech thee,
lady, not as though I wroto a now oora­
niuudinout unto thee, bnt thut which
wo had from tho beginning, thnt wo
lovo ono another."" Sho returned it with
tho following second chapter of Ruth,
verso 10: ""Then sho fell on her faco
and bowed herself to tho ground, and
said unto hi in, why have I found grace
in thino eyes, that thou shonldst take
notico of mo, seeing I am a stranger?""
Ho returned tho book, pointing to
verso 12 of tho third enlist lo of John,

Having many things to writo unto
yon, I would not writo with paper and
ink, bnt I trust to come unto yon nnd
speak fnco to fuco. "" From the above in
terview tho murringo took phico tho
coming week. Scottish American","null","http://chroniclingamerica.loc.gov/lccn/sn87078321/1895-09-25/ed-1/seq-1/print/image_600x600_from_3558%2C3170_to_4369%2C4549/","null","ca","1","1","null","The Star"
"36320",2804963223656657920,422907,317,12683,20538,"null","null","1895-09-28","sn95079481/1895-09-28/ed-1/seq-2","sn95079481/1895-09-28/ed-1","null","sn95079481","i'lnu'rii < ourtship.
A young gentleman nt church con?
ceived a most sudden and violent pas?
sion for it young lady in the next pew
and felt desirons of entering into court­
ship on the spot, hut the place not suit?
ing a formal declaration tho exigency
suggested the following plan: He polite?
ly handed his fair neighbor a Bible
opeu, with a pin stuck in the following
text:
Second epistle of St. John, verse ?,
""And now I beseech thee, lndy, not as
though I wrote a now commandment
unto theo, but thill which we had from
the beginning, thai wo love ono anoth?
er."" Shu returned it with the follow?
ing:
Second chapter of Ruth, tenth verse,
""Then she foil on hor face and bowed
herself to the ground and said unto him,
Why have 1 found grace, in rhino ? yes,
that thon sbouldst take notice of me,
seeing I am a stranger?"" He returned
the hook, pointing to tho twelfth verse
of tbe (bird opistle of ?lohn :
""Having many tilings to writo unto
you I should writo with paper and ink,
but I trust to come unto you and speak
face to face.''
From the above interview the mar?
riage took plnco the coming week.?
ikJottiidi American","null","http://chroniclingamerica.loc.gov/lccn/sn95079481/1895-09-28/ed-1/seq-2/print/image_600x600_from_167%2C5816_to_1023%2C7292/","null","ca","1","2","null","Roanoke Times"
"36321",-1653746658027555584,422907,317,75199,83049,"null","null","1895-10-01","sn93067760/1895-10-01/ed-1/seq-3","sn93067760/1895-10-01/ed-1","null","sn93067760","yoar.
Church Courtship.
A young gentleman at church con­
colvcd a most sudden and 'violent pas­
sion for a young lady in tho next pew
and folt dosirousof ontoring into court­
ship on tho spot, but tho placo not suit­
ing a formal declaration tho oxigoncy
suggostod the following plan: He po­
litely hnndod his fab* neighbor * Bible
opon, with a pin stuok in""tho following
text:
Second M'icstlo of St. John, vorso 5,
""And n v. i bosceoh thoo, lady, not as
though I wroto a now commandment
unto thee, but that whloh wo had from
tho boginning, that wo lovo ono an
othor."" Sho roturnod it with the fol­
lowing.
Second chanter of Ruth, tonth verse.
""Thon sho fell on hor face and bowou
herself to the ground and said unto
him, Why havo I found graco in thino
oyes, that thou shouldst take notlco of
mo, aooing I am a stranger?"" Ho re­
turned the book, pointing to the
twolfth verso of the third epistle of
John:
""Having many things to write unto
you I should write with papor and Ink,
but I trust to come unto you and speak
fuco to face.""
From tho above interview tho mar­
riago took plaoo tho coming week.?
Scottish Amorican","null","http://chroniclingamerica.loc.gov/lccn/sn93067760/1895-10-01/ed-1/seq-3/print/image_600x600_from_1052%2C7269_to_1978%2C8819/","null","ca","1","3","null","Laurens Advertiser"
"36322",5291936137282829312,422907,317,91239,99330,"null","null","1895-10-01","sn93067760/1895-10-01/ed-1/seq-4","sn93067760/1895-10-01/ed-1","null","sn93067760","one for our State.
Courting in Church.?A youcg
gentleman at church concoived a most
violont and suddon passion for a young
lady in tho next pew, and folt desirous
of entering in courtship on tho spot;
but tho place not suiting a formal de­
claration, tho exigency suggested tho
following plan: He politoly handed
his fair neighbor a Biole opon, with a
pin stuck in the following toxt:
Second Epistle of John, verso 5;
""And now 1 beseech thee, lady, not as
though [ wrote a now commandment
unto theo, but that which we had
from tho beginning,' that wo love one
another.""
She returned It with tho following :
Second chapter of Ruth, 10th verse:
"" 'I'to ii she fell on her faeo and bowed
herself to tho ground, and said unto
him, Why havo I found graoe in thine
eyes, that thou shouldst take notice of
me, seeing I am a stranger ?""
Ho returned the book, pointing to
the 12th verso of the Second ICpistlo of
John : "" Having many things to write
unto you, I would not wrlto with paper
and ink ; but I trust to come unto you
and speak face to face.""
J'Yom tbo above interview the mar­
riage took place the coming week.

CONSTITUTIONAL CONVENTION. !
- I","null","http://chroniclingamerica.loc.gov/lccn/sn93067760/1895-10-01/ed-1/seq-4/print/image_600x600_from_1057%2C181_to_2777%2C8978/","null","ca","1","4","null","Laurens Advertiser"
"36323",9174810548862612480,422907,317,80632,88642,"null","null","1895-10-02","sn86069117/1895-10-02/ed-1/seq-1","sn86069117/1895-10-02/ed-1","null","sn86069117","BIBLE COURTSHIP.
A Xrtc unci A'erel IVnv Fer Stranger
te Get Harried. ,
A young gentleman at church concencon­
ceived a most sudden and violent passion
for a young lady in the next pew, and
felt desirous of entering into a courtship
en the spot, but the place net suiting a
formal declaration, the exigency sug­
gested the following plan: He politely
handed his fair neighbor a Bible, open,
with a pin stuck in the following text:
Second Eplstle of Jehn, verse 5 ""And
new I bescqeh thee, lady, net as though I
wrete a commandment unto thee, but that
which we had from the beginning, that
we love one another.""
She returned It with the following­
second chapter of Ruth, verse 10: ""Then
she fell en her face and bowed herself te
the ground, and said unto him, why have
I found grace In thine eyes, that thou
sheuldst take notice of me, seeing I am a
stranger?"" He returned the book, point­
ing te verse 12 of the third epistle of
Jehn: ""Having many things te write
unto you, I would net write with paper
and ink, but I trust te come unto you
and speak face te face "" Frem the abeve
interview the miirriagu took place the
coming week.
MASON","null","http://chroniclingamerica.loc.gov/lccn/sn86069117/1895-10-02/ed-1/seq-1/print/image_600x600_from_3294%2C1730_to_4233%2C3681/","null","ca","1","1","null","Daily Public Ledger"
"36324",6508642814787846144,422907,317,65273,72908,"News","null","1895-10-06","5EWP-1895-OCT06-024-002","5EWP-1895-OCT06","null","2001229031","rt
Church Courtship. le
A young gentleman at church conceived Et
a most sudden and violent passion for a
young lady In the next pew, and felt de­ m
sirous of entering into courtship on the t
spot, says the Scottish American,
but the place not suiting a formal t
declaration, the exigency suggested the
following plan: He politely handed his nl
nelghbor a Bible open, with a pin studsk
in the following text:
Second Epistle of St. John, verse five:
""And now I beseech thee, lady, not as
though I wrote a new commandment un­
to thee, but that which we had from the a
beginning, that we love one another."" She 0
returned it with the following: I.
Sceond chapter of Ruth, tenth verse:
""Then she fell on her face and bowed d
herself to the ground, and said unto him,
o
Why have I found grace in thine eyes.,
tha:t titou shouldst take notice of me, see­
Ing I am a strangert"" lie returned te
book. pointing to the twelfth verse of a
the Third Epistle of St. John:
""IIaving many things to write unto h
you, I should write with paper and ink;
hut I trust to come unto you and speak E
face to face."" t
From the ab va interview the marriage
took place the coming week.
A","The New Woman","null","null","gale-us","null","null","null","Daily Picayune (New Orleans, LA)"
"36325",-1906640448475564544,422907,317,130,7385,"News","null","1895-10-08","5DWR-1895-OCT08-004-020","5DWR-1895-OCT08","null","82015185","Bible Courtahlp.





A young gentleman at church con­
ceived a most sudden and violent pas­
sion for a young lady in the next pew,
and felt desirous of entering into a
courtship on the spot, but the place not
suiting a formal declaration the exigen­
cy suggested the following plan : He
politely handed his fair neighbor a Bi­
ble, open, with a pin stuck in the fol­
lowing text-second epistle of John,
verse 6: ''And now I beseech thee,
lady, not as though I wrote a new com­
mandment unto thee, but that which
we had from the beginning, that we
love one another."" She returned it with
the following-second chapter of Ruth,
verse 10: ""Then s3""e fell on her face
and bowed herself to the ground, and
said unto him, why have I found grace
in thine eyes, that thou shouldst take
notice of me, seeing I am a stranger?""
He returned the book, pointing to
verse 12 of the third epistle of John,
""Having many things to write unto
you, I would not write with paper and
ink, but I trust to come unto you and
speak face to face. "" From the above in­
terview the marriage took place the
coming Qeek.-Scottish American","A Bible Courtship","null","Scottish American","gale-us","null","null","null","Bangor Daily Whig and Courier (Bangor, ME)"
"36326",8306939511621907456,422907,317,13723,20658,"null","null","1895-10-09","sn92065637/1895-10-09/ed-1/seq-2","sn92065637/1895-10-09/ed-1","null","sn92065637","lady in tho m :<
and felt desirous ot uiifering iii rion ri
shin on tho spif.: but tho ph
suiting a formal declaration, t­
fency suggested the following |
Io politely handed his fair neig ;
Bible open with n pin stuck ii
following text :
Second Epistlo of John, vcr
""And now I beseech thee, lady, n il . .
though I wrote a now command tue ti I
unto theo, but shat which wo had Lom
tho beginning, that wo love ono an­
other'""
She returned it with the following :
Second chapter of Ruth, 10th verso;
""Then she Jell on her face and bowed
herself to tho ground, and said unto
him, Why have I found grace in thine
eyes, that thou shouldst talco notice of
me, seeing I am a stranger?""
He returned the hook, pointing to
the 12th verse of the Second Epistle
ii John: ""Having many things to
unto you, I would not write with
and ink ; but I trust to como
? lind speak face to faco.""
? hove interview the marx
i i k phi the following week.
teoynvf","null","http://chroniclingamerica.loc.gov/lccn/sn92065637/1895-10-09/ed-1/seq-2/print/image_600x600_from_185%2C4877_to_1125%2C6427/","null","ca","1","2","null","Marlboro Democrat"
"36327",-4621394380769982464,422907,317,38256,45464,"null","null","1895-10-22","sn93067705/1895-10-22/ed-1/seq-3","sn93067705/1895-10-22/ed-1","null","sn93067705","CHURCH COURTSHIP.
A cerlain young man in the choir of
a certain chutch in town, seeiig a
young lady in the next pew felt do
sirous of enterirg into courtship on
the spot, but the place not suiting a
formal declaration the exigency sug­
2e,ted the following plan: He pO­
litely handed his fair neighbor a
bible open, with a pin stuck in the
following text:
Second epistle of St. John, ver e 2,
And now I besecci the, jady, not as
thauah I wrote a new commandment
unto thee, but that which we had from
the beginnig, that we lore one
another."" the returned it with the
following:
SEC )nd chapter :f Ru-h, tenth vErze,
""Then she fell on her face and bowed
herelf to the ground and said unto
him, Why have I found grace in thine
yes, that thou shouldst take notIce o
me, seeing I am a stratger?"" Ie re­
mirned the book, pointing to the
welfth verse of the thud epistie of
John:
""Having many things to write unto
ou I should write with paper and
uk, but I t rust to come unto y on and
;peak face ti face","null","http://chroniclingamerica.loc.gov/lccn/sn93067705/1895-10-22/ed-1/seq-3/print/image_600x600_from_1189%2C2828_to_2091%2C4814/","null","ca","1","3","null","News and Herald"
"36328",4148451118663834112,422907,317,134780,142656,"null","null","1895-11-08","sn87065532/1895-11-08/ed-1/seq-4","sn87065532/1895-11-08/ed-1","null","sn87065532","Ill RLE' COURTSHIP.
A young gentleman at church con­
ceived a most sudden and violent pas­
sion for a young lady in the next pew
and felt desirous of entering into
courtship on the spot, but the plum
not suiting a formal declaration tlie
exigency suggested the following pirn:
He politely handed his fair neighbor
a Rible open, With a pin stuck In tl e
following text:
Second eplstlo of St. John, verse 5,
""And now I beseech thee lady not as
though I wrote a new commandment
i.r.to thee, hut that wh'ch we had
from the beginning,' that we love one
another."" She returned it with the
following:
Second chanter of Ruth, tenth vcwo,
"" Then she fell on her face and bowtfj
herself to the ground and said unto
htm. Why havp I found grace In thine
eyes, thai thou should'st take notW
of me, seeing I nm a stranger?"" He
returned tlio book, pointing to tlie
twcirth verse of the third epistle ol
John:
"" Having many things to write unto
you I should write with paper nnd
Ink, but I trust to come unto you and
speak face to face.""
From the above interview the mar­
riaic took place the coining vcek.
A","null","http://chroniclingamerica.loc.gov/lccn/sn87065532/1895-11-08/ed-1/seq-4/print/image_600x600_from_5510%2C6013_to_6286%2C7849/","null","ca","1","4","null","The Pascagoula democrat-star. (Pascagoula, Miss.) 1878-1920"
"36329",-4326227041852761088,422907,317,69088,76882,"null","null","1895-11-21","sn97067613/1895-11-21/ed-1/seq-2","sn97067613/1895-11-21/ed-1","null","sn97067613","A Bible Courtship.
A young gentleman at church con­
ceived a most sudden and violent
passion for a young lady in the next
pew, and felt desirous of entering in­
to a courtship on the epot; but the
place not suiting a formal declara­
tion, the exigency suggested the fol­
lowing plan: He poli ely handed hi;
fair neighbor a bible, open, with h
pin stuck in th following text 2 j
Epistle of John, verse 5th : ""And now
I bescach thee, lady, not as though i
wrote a new rommanrtment iiot
tho j, but that which we had from, 'the
beginning, that we loveone another.""
She returned it with tbe following
2d chapter of Ruth. 10rh verse:
""Then she fell on her face and bowed
herself to the; ground, and said unto
him, Vuy have I found grace in thine
eyes, that thou shouldst take notice
of me, seeing lama stranger?"" He
:eturued the book pointing to the
12th verse of the 3d Epistle of John:
""Having many things to write unto
you, I would not write with puper
ami ink; but I trust to come unto
ou, and speak face to face."" From
tho above interview the marriage
took place the coming week. Scot­
tish American.
Bijitish","null","http://chroniclingamerica.loc.gov/lccn/sn97067613/1895-11-21/ed-1/seq-2/print/image_600x600_from_2509%2C4202_to_3426%2C5897/","null","ca","1","2","null","News and citizen. (Morrisville, Vt. ;) 1881-current"
"36330",5976316476843929600,422907,317,0,980,"Article","null","1895-11-27","trove/79287561","trove/269/1895-11-27","null","trove/269","CHtJECH GOUETSHIP. A young gentleman at church conceived a most sadden and violent passion for a young lady In the nerfc pew, and fcit deririoue of entering into courtship on thespot; butthe place not salting a formal declaration, the paiffcdy^fair neighbor a Bible open, with a pink stuck in the following text: ' 9i>coad EpiBde of St. John, verse fivej 'And now I bemMcb tine, lady, not as tboagh l wrote a ne w commwdawiil auto - thee, but that which we had from the beginning, that we love one another.4 She ^returned it with the following: , Second chapter of of Ruth, tenth verse : *Then ehe fell on her face and bowed hetvelf to tfc* ground, and s«d onto him, Why that thou ehouldst take no tiee of me, seeing! am a etranger?' He returning the book, pointing to the twelfth veraeof the Ihird Epistle of : J®hn; . , *HavH^ n»ny tiMBfip» to write unto yon, I should write with paper and ink ; bat I t ust to come nnto you and speak face to ? 3we.' From tlie i^f» |jE^emew the","CHURCH COURTSHIP.","http://trove.nla.gov.au/ndp/del/article/79287561","null","trove","null","36","7661305","The North Queensland Register (Townsville, Qld. : 1892 - 1905)"
"36331",-1306577972883634176,422907,317,28252,36950,"null","null","1895-11-28","sn82007642/1895-11-28/ed-1/seq-4","sn82007642/1895-11-28/ed-1","null","sn82007642","Churtta Conrt8h!p.
, A fyoung , gentlemati' 'at
church conceived n mosi sud­
deu and violent- passion for
a yjnuhg lady in the i a it ev
and. felt desirous of entering
into courtship on the spot;
but the place not suiting a
formal detlii nit ion, th exi­
gency suirgeted the follow­
ing plan; H politely, hand­
el his fair neighbor a Bible
open,, with a pin st uek i u t hn
following text:
Second epistle of St. John,
verse 5 ""And now I hvsifcli
the.iady,'not as though f
w rop a new soirmiandtnent
unto thee, that vhi h wehad
from the heginningthat'we
love one anotlKM'.-'' ' Sh ie­
t ur awl i t w it It t hwfollow inn:
ecoiKl chapter of Kuth,
tei4h yese. "" 5'tien slie-WI on
her face and bowwl hrself to
the ground and sain unto
him, Why have I fundgract
ir tliiiie eyes,"" that t h o u
trhould take notice of m, kv
ing l am a, stranger?'' He
returned the hookv pointing
to the twelfth vere ot t h e
th ird e)is t le of John: ' ,
""Having many things to
write ti.nta you I should write
with paper.' and ink, hut I
trust to come unto you and
peak face to fane.' ; ""
Front the aho e interview
the marriage took plae the
com i ng week . Sco 1 1 ish. A n er
ican","null","http://chroniclingamerica.loc.gov/lccn/sn82007642/1895-11-28/ed-1/seq-4/print/image_600x600_from_1454%2C2141_to_2330%2C5310/","null","ca","1","4","null","Watauga Democrat"
