bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	lc0	lc1	lc2	aLanguage	authorBirth_year
930644	eng	HF5657.4 .M3 1997	96085709	managerialaccoun00mahe	37615540	txu	1997	Fort Worth	Dryden Press	Managerial accounting	1946	1994	"Maher, Michael"	NULL	USA	TX	51	H	HF	5657	eng	1946
830029	eng	G516 .K39 1997	96085757	activewomanvacat00kaye	36957487	cou	1997	"Boulder, Colo"	Blue Panda Publications	Active woman vacation guide	1937	1997	Evelyn Kaye	NULL	USA	CO	60	G	G	516	eng	1937
361020	eng	HF5439.H82 C658 1996	96085773	dreamthatwillnot00conn	39892942	mau	1996	"Boston, Mass"	Commonwealth Books	The dream that will not die	NULL	1996	Charles Paul Conn	NULL	USA	MA	NULL	H	HF	5439	eng	NULL
581876	eng	HF5383 .S77 1997	96085778	creatingyourskil00stra	0	cau	1996	"Menlo Park, Calif"	Crisp Publications	Creating your skills portfolio	NULL	1996	Carrie Straub	NULL	USA	CA	NULL	H	HF	5383	eng	NULL
721356	eng	F1408 .C62 1997	96085795	latinamericacari00claw	35289387	iau	1997	"Dubuque, IA"	Wm. C. Brown	Latin America & the Caribbean	1948	1996	David L. Clawson	NULL	USA	IA	49	F	F	1408	eng	1948
182759	eng		0	programmedlearni00cohe	4635884		1975		"Learning Systems Co., a division of R.D. Irwin"	Programmed learning aid for personal finance (Irwin programmed learning aid series)	1915	NULL	Jerome Bernard Cohen	NULL	NULL	NULL	60	NULL	NULL	NULL	eng	1915
991943	eng		0	programmedlearni00hort	0		1973		Learning Systems Co	Programmed learning aid for the basic principles of the social sciences (Irwin programmed learning aid series)	NULL	NULL	Paul B Horton	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
991944	eng		0	humanexperiencer00spai	0		1975		Dorsey Press	The Human experience	NULL	1975	David H. Spain	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
911446	eng	PC4680 .B346 1996	96085834	numbersbeat00beat	0	nyu	1996	"Hauppauge, N.Y"	Barron's	Numbers	NULL	1996	Clare Beaton	NULL	USA	NY	NULL	P	PC	4680	eng	NULL
442253	eng	DS778.7 .F47 1996	96085844	tenyearsofmadnes00feng	36169370	cau	1996	San Francisco	China Books & Periodicals	Ten years of madness	NULL	1996	"Feng, Jicai."	NULL	USA	CA	NULL	D	DS	778	eng	NULL
822152	eng	HV9950 .C69 1998	96085978	criminaljusticen00coxs	0	mau	1998	Boston	McGraw Hill	The criminal justice network	NULL	1985	Steven M. Cox	NULL	USA	MA	NULL	H	HV	9950	eng	NULL
434621	eng	PZ7.D9545 Bap 1997	96086247	barneygoestodent00dowd	0	txu	1997	"Allen, Tex"	Barney Pub.	Barney goes to the dentist	NULL	NULL	Linda Cress Dowdy	NULL	USA	TX	NULL	P	PZ	7	eng	NULL
968800	eng	TT635 .D84 1997	96086252	barneysclothes00dudk	36749528	txu	1997	"Allen, Texas"	Lyons Group	Barney's clothes	NULL	NULL	Mary Ann Dudko	NULL	USA	TX	NULL	T	TT	635	eng	NULL
991945	eng	PZ7.D8648 Baq 1997	96086256	barneysalphabets00dudk	36505959	txu	1997	"Allen, Tex"	Lyons Group	Barney's alphabet soup	NULL	NULL	Mary Ann Dudko	NULL	USA	TX	NULL	NULL	PZ	7	eng	NULL
244188	eng	PZ7.L46135 Bar 1997	96086257	barneysbookofhug00leac	38061453	txu	1997	"Allen, Tex"	Barney Pub.	Barney's book of hugs	NULL	1997	Sheryl Leach	NULL	USA	TX	NULL	P	PZ	7	eng	NULL
581877	eng	IN PROCESS	96086262	whatwouldbarneys00leac	36544215	txu	1997	"Allen, Tex"	Barney Pub.	What would Barney say?	NULL	1997	Sheryl Leach	NULL	USA	TX	NULL	NULL	NULL	NULL	eng	NULL
991946	eng	PQ2247 .L57 1996	96086470	literaryobjectsf00desa	37615559	ilu	1996	"Chicago, ill"	"David and Alfred Smart Museum of Art, University of Chicago"	Literary objects	NULL	NULL	Philippe Desan	NULL	USA	IL	NULL	NULL	PQ	2247	eng	NULL
314028	eng	HQ755.8 .S532 1997	96086486	youmightaswellla00shel	36708838	mdu	1997	"Baltimore, MD"	Bancroft Press	You might as well laugh	NULL	1997	Sandi Kahn Shelton	NULL	USA	MD	NULL	H	HQ	755	eng	NULL
826212	eng	GV967 .I3 1997	96086640	idratherbegolfin00garr	37306951	mou	1997	Kansas City	Andrews and McMeel	I'd rather be golfing	NULL	NULL	John Garrity	NULL	USA	MO	NULL	G	GV	967	eng	NULL
991947	eng	PZ7.W584465 Be 1997	96086695	barneyseasteregg00whit	36499724	txu	1994	"Allen, Tex"	Barney Pub.	Barney's Easter egg hunt	1952	NULL	"White, Stephen"	NULL	USA	TX	42	NULL	PZ	7	eng	1952
446154	eng	PZ7.F2215 Hap 1996	96086743	happybirthdaytoy00fang	0	nyu	1996	"Hauppauge, NY"	Barron's Educational Series	Happy birthday to you	1957	1996	Su Chen Fang	NULL	USA	NY	39	P	PZ	7	eng	1957
163242	eng	PE1127.H5 A44 1997	96086758	americanowshortr00atwa	0	mau	1997	Boston	Bedford Books	America now	NULL	NULL	NULL	NULL	USA	MA	NULL	P	PE	1127	eng	NULL
298480	eng	PN3503 .K47 1997	96086773	twentiethcentury00kers	37133227	mau	1997	Boston	Bedford Books	The twentieth-century novel	1944	1997	"Kershner, R. B."	NULL	USA	MA	53	P	PN	3503	eng	1944
822153	eng	D804.G42 N87 1997	96086777	nurembergwarcrim00marr	0	mau	1997	Boston	Bedford Books	"The Nuremberg war crimes trial, 1945-46"	NULL	NULL	Michael Robert Marrus	NULL	USA	MA	NULL	D	D	804	eng	NULL
271371	eng	PE1417 .W668 1997	96086779	writerspresencep00mcqu	0	mau	1997	Boston	Bedford Books	The writer's presence	NULL	NULL	NULL	NULL	USA	MA	NULL	P	PE	1417	eng	NULL
251849	eng	TR850 .A27 1996	96086824	ageofvideography00mckerich	36461462	nyu	1996	New York	Miller Freeman	The age of videography	NULL	NULL	NULL	NULL	USA	NY	NULL	T	TR	850	eng	NULL
407501	eng	PR2892 .W65 1996	96090079	bardinbriefshort00shak	35574680	nyu	1996	New York	Vantage Press	The  bard in brief	1564	1996	William Shakespeare	NULL	USA	NY	432	P	PR	2892	eng	1564
232680	eng	PZ7.S54113 Lo 1998	99217723	lotofhats00shef	41175668	nyu	1998	New York	Scholastic	A lot of hats	NULL	NULL	John L. Shefelbine	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
763650	eng	PZ7.S54113 Fu 1998	99217724	funwithzipzap00shef	38988434	nyu	1998	New York	Scholastic	Fun with Zip and Zap	NULL	NULL	John L. Shefelbine	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
519647	eng	PZ7.T3 Pu 1998	99217725	puppetclub00thal	40773194	nyu	1998	New York	Scholastic	The Puppet Club	1936	NULL	Mike Thaler	NULL	USA	NY	62	P	PZ	7	eng	1936
306323	eng	PZ8.1 .B1137 1998	99217726	bagoftricks00kuch	40772760	nyu	1998	New York	Scholastic	A bag of tricks	NULL	NULL	NULL	NULL	USA	NY	NULL	P	PZ	8	eng	NULL
810489	eng	TL553.7 .S34 1996	96090387	chosentoliveinsp00sche	35283548	cou	1996	"Littleton, CO"	Victory Pub. Co.	Chosen to live	NULL	1996	Jerry Schemmel	NULL	USA	CO	NULL	T	TL	553	eng	NULL
500056	eng	PZ8.3.G862 Th 1997	96090451	theodorewashere00greg	38862239	txu	1997	"Duncanville, TX"	Theodore Pub.	Theodore was here	NULL	1997	Dave Gregory	NULL	USA	TX	NULL	P	PZ	8	eng	NULL
640363	eng	PS3569.A787 B55 1997 pt	96090777	ashestoashesdrag00saul	0	nyu	1997	New York	Fawcett Crest	Ashes to ashes	NULL	1997	John Saul	NULL	USA	NY	NULL	P	PS	3569	eng	NULL
31047	eng	PS3569.A787 B55 1997 pt	96090778	twistoffatelocke00saul	0	nyu	1997	New York	Fawcett Crest	Twist of fate	NULL	1997	John Saul	NULL	USA	NY	NULL	P	PS	3569	eng	NULL
787098	eng	PS3569.A787 B55 1997 pt	96090779	eyeforeyedoll00saul	0	nyu	1997	New York	Fawcett Crest	An eye for an eye	NULL	1997	John Saul	NULL	USA	NY	NULL	P	PS	3569	eng	NULL
198080			0	misshighmighty00rome	7024062		1980		Harlequin 1980	Miss High and Mighty	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
991948	eng	PZ8.3.C137 Bl 1996	96092175	blessingsfromhea00calm	36038048	ilu	1996	"Wheeling, IL"	Pop Pub.	Blessings from heaven	NULL	1996	Toni Calmeyn	NULL	USA	IL	NULL	NULL	PZ	8	eng	NULL
922979	eng	PZ7.S77413 Ar 1997	96092328	arunasjourneys00sreerich	36844717	mou	1997	"St. Louis, MO"	Smooth Stone Press	Aruna's journeys	NULL	1997	Jyotsna Sreenivasan	NULL	USA	MO	NULL	P	PZ	7	eng	NULL
671495	eng	LB1042 .D828 1997	96092370	storytellingadve00dubr	36758427	cou	1997	"Masonville, CO"	Storycraft Pub.	Storytelling adventures	NULL	NULL	Vivian Dubrovin	NULL	USA	CO	NULL	L	LB	1042	eng	NULL
116725	eng	TX714 .R4228 1996	96092784	recipesforsucces00patr	36485560	mau	1996	"Boston, Mass"	Patriots' Trail Girl Scout Council	Recipes for success from leading women and premiere chefs.	NULL	NULL	Patriots' Trail Girl Scout Council	NULL	USA	MA	NULL	T	TX	714	eng	NULL
702108	eng	MLCS 2001/03393 (B)	96092860	greatconnection00warr	38751094	flu	1997	"Fort Lauderdale, Fla"	Pallium Books	The  great connection	NULL	NULL	Arnie Warren	NULL	USA	FL	NULL	M	ML	2001	eng	NULL
423022	eng	MLCS 97/02942 (T)	96092970	mascookinmountai00sisa	0	wiu	1997	"Whitewater, WI"	Robert F. Schissel	Ma's cookin notes	NULL	NULL	NULL	NULL	USA	WI	NULL	M	ML	97	eng	NULL
388305	eng	HF5438.25 .L57 1996	96094021	become1inselling00lisk	0	ohu	1996	"Worthington, Ohio"	Thom Lisk Group	Become #1 in selling!	NULL	1996	Thom Lisk	NULL	USA	OH	NULL	H	HF	5438	eng	NULL
849489	eng	RJ216 .W65 1996	96094363	breastfeedingmot00wigg	35161285	vau	1996	"Franklin, VA"	L.A. Pub. Co.	Breastfeeding	NULL	1996	Pamela K. Wiggins	NULL	USA	VA	NULL	R	RJ	216	eng	NULL
810490	eng	PS3558.A8324 K53 1997	96094813	kicklandnovel00haye	36671533	miu	1997	"St. Johns, Mich"	Hayes and Hyde Press	Kicklaíönd	NULL	1997	Kevin Hayes	NULL	USA	MI	NULL	P	PS	3558	eng	NULL
991949	eng	PN6728.G28 D3917 1997	96095038	garfieldhamsitup00davi	36561267	nyu	1997	New York	Ballantine Books	Garfield hams it up	1945	NULL	Jim Davis	NULL	USA	NY	52	NULL	PN	6728	eng	1945
991950	eng	HG4621 .M87 1996	96095073	excellentinvestm00murr	36005532	nyu	1996	"[Southold, N.Y.]"	N. Murray	The excellent investment advisor	1943	NULL	Nick Murray	NULL	USA	NY	53	NULL	HG	4621	eng	1943
605232	eng	CPB Box no. 1939 vol. 1	96095170	whereheartis00lowe	36748558	nyu	1997	New York	Avon Books	Where the heart is	1944	1997	Ann Maxwell	NULL	USA	NY	53	NULL	NULL	NULL	eng	1944
368921	eng	RL155 .H57 1997	96095173	helphopeforhairl00hitz	36793059	nyu	1997	New York	Avon Books	Help & hope for hair loss	NULL	1997	Gary S. Hitzig	NULL	USA	NY	NULL	R	RL	155	eng	NULL
275143	eng	CS2377 .W56 1997	96095198	perfectnameforpe00wile	36555349	nyu	1997	New York	Ballantine Books	The perfect name for the perfect baby	NULL	1993	Joan Wilen	NULL	USA	NY	NULL	C	CS	2377	eng	NULL
554548	eng	PS3573.E8255 U57 1997	96095370	untiltheybringst00west	37615620	mtu	1997	"Bozeman, Mont"	Lexington-Marshall Pub.	Until they bring the streetcars back	1932	NULL	Stanley Gordon West	NULL	USA	MT	65	P	PS	3573	eng	1932
744290	eng	PR9387.9.O537 R56 1996	96095386	riotinheavenmusi00onwu	36644433	nyu	1996	New York	Africana Legacy Press	Riot in Heaven	NULL	1996	Osonye Tess Onwueme	NULL	USA	NY	NULL	P	PR	9387	eng	NULL
302247	eng	HQ770.4 .N43 1996	96096017	positivediscip1996nels	34613063	nyu	1996	New York	Ballantine Books	Positive discipline	NULL	NULL	Jane Nelsen	NULL	USA	NY	NULL	H	HQ	770	eng	NULL
190455	eng	PN6081 .G636 1996	96096051	greatthoughts00seld	34870417	nyu	1996	New York	Ballantine Books	The Great thoughts	1890	NULL	George Seldes	NULL	USA	NY	106	P	PN	6081	eng	1890
991951	eng	HM201 .B37 1996	96096061	jihadvsmcworld00barb	0	nyu	1996	New York	Ballantine Books	Jihad vs. McWorld	1939	1995	"Barber, Benjamin R."	NULL	USA	NY	57	NULL	HM	201	eng	1939
991952	eng	QB981 .F18 1995	96096145	universealternat00farm	34998554	txu	1995	"El Paso, Tex"	B.L. Farmer	Universe alternatives	NULL	1995	Billy L. Farmer	NULL	USA	TX	NULL	NULL	QB	981	eng	NULL
542910	eng	PS3559.F44 O87 1996	96096159	otherdreams00ifko	36292418	cou	1996	"Mesa, Colo"	Counter-Force Press	Other dreams	NULL	1996	Nicholas Ifkovits	NULL	USA	CO	NULL	P	PS	3559	eng	NULL
991953	eng	F73.37 .D865 1996	96096194	bostonfreedomtra00dunw	37201363	mau	1996	Boston	Back Bay Press	Boston Freedom Trail	NULL	1996	Steve Dunwell	NULL	USA	MA	NULL	NULL	F	73	eng	NULL
511685	eng	HM132 .F725 1997	96096195	buildingbetterbr00fris	36966082	ilu	1997	"Chicago, Ill"	Alive & Well Publications	Building better bridges	NULL	1997	Steve Frisch	NULL	USA	IL	NULL	H	HM	132	eng	NULL
73774	eng	PS3563.O5616 W56 1996	96096227	wintergamessumme00moon	35212814	nyu	1996	"Watertown, N.Y"	Edition von Rapp	Winter games/summer games	NULL	1996	Lawrence David Moon	NULL	USA	NY	NULL	P	PS	3563	eng	NULL
787099	eng	CPB Box no. 2168 vol. 8	96096422	nuttyasfruitcake00dahe	35781467	nyu	1996	New York	Avon Books	Nutty as a fruitcake	NULL	NULL	Mary Daheim	NULL	USA	NY	NULL	NULL	NULL	NULL	eng	NULL
419107	eng	BF697.5.S46 K34 1997	96096428	empoweryourselfe00kahn	36152143	nyu	1997	New York	Avon Books	Empower yourself	NULL	NULL	Ada P. Kahn	NULL	USA	NY	NULL	B	BF	697	eng	NULL
457696	eng	HQ769.5 .C65 1996	96096476	babysitting101of00colm	36475606	miu	1996	"Chelsea, MI"	Eklektika Press	Babysitting 101	NULL	NULL	Rebecca S. Colmer	NULL	USA	MI	NULL	H	HQ	769	eng	NULL
484543	eng	HC106.8 .L335 1997	96096522	operationprosper00laic	0	cau	1997	"Pleasant Hill, CA"	Candor Press	Operation prosperity	1955	1997	Christopher C. Lai	NULL	USA	CA	42	H	HC	106	eng	1955
991954	eng	PN6728.G28 D383 1996	96096531	garfieldbiggerbe00davi	35685515	nyu	1996	New York	Ballantine Books	"Garfield, bigger and better"	1945	NULL	Jim Davis	NULL	USA	NY	51	NULL	PN	6728	eng	1945
310128	eng	G440.A24 A32 1996	96096662	maidenvoyage00aebi	0	nyu	1996	New York	Ballantine Books	Maiden voyage	1966	1989	Tania Aebi	NULL	USA	NY	30	G	G	440	eng	1966
991955	eng	PR9619.3.C5964 P69 1996	96096683	powerofone00cour	0	nyu	1996	New York	Ballantine Books	The  power of one	1933	NULL	Bryce Courtenay	NULL	USA	NY	63	NULL	PR	9619	eng	1933
597447	eng	PS3558.A726 N67 1996	96096686	northofhopenovel00hass	35961505	nyu	1996	New York	Ballantine Books	North of hope	NULL	NULL	Jon Hassler	NULL	USA	NY	NULL	P	PS	3558	eng	NULL
721357	eng		0	cliffordssportsd00brid	50480057		1999		Scholastic	Clifford's Sports Day	NULL	NULL	Norman Bridwell	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
659838			0	mysteryinnewyork00warn	44764792		1999		"Scholastic, Inc."	The Mystery in New York	1890	NULL	Gertrude Chandler Warner	NULL	NULL	NULL	109	NULL	NULL	NULL		1890
991956	eng		0	pinkyrexgotocamp00howe	41447085		1999		Scholastic	Pinky and Rex Go To Camp	1946	NULL	"Howe, James"	NULL	NULL	NULL	53	NULL	NULL	NULL	eng	1946
991957	eng		0	takemeouttoballg00norw	0		1999		Scholastic	Take me out to the Ballgame	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
945820	eng		0	lizardsmacl00macl	45277836		1999		Scholastic Inc	Lizards (Reading discovery)	NULL	NULL	Carolyn MacLulich	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
930645	eng	Z478.3.M54 S53 1997	96096937	usedbookloversgu00sieg	35842147	nyu	1997	"Yorktown Heights, NY"	Book Hunter Press	The used book lover's guide to the Central States	NULL	1997	David S. Siegel	NULL	USA	NY	NULL	Z	Z	478	eng	NULL
991958	eng		0	crossingdelaware00peac	42710548		1999		Scholastic	Crossing the Delaware	NULL	NULL	Louise Peacock	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
640364	eng	E840.8.M5 A3 1996	96096945	nofreeridefromme00mfum	35273207	nyu	1996	New York	One World	No free ride	NULL	1996	Kweisi Mfume	NULL	USA	NY	NULL	E	E	840	eng	NULL
345430			0	juniebjonesstupi00park	40598034		1998		Scholastic Books	Junie B. Jones and the Stupid Smelly Bus	1955	NULL	Ann M. Martin	NULL	NULL	NULL	43	NULL	NULL	NULL		1955
190456	eng		0	myoldcar00rich	45010969		1999		"Scholastic, Inc"	My Old Car	NULL	NULL	"Richmond, VT First Grade Students of Richmond Elementary School"	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
991959			0	openwidevisittod00scho	0		2000		"Scholastic, Inc."	Open Wide! A Visit to the Dentist (Nickelodeon Rugrats)	NULL	NULL	Cecile Schoberle	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
648153	eng	HQ764.W37 A3 1996	96097002	lifeonline00watt	35652753	nyu	1996	New York	Ballantine	Life on the line	NULL	1996	Faye Wattleton	NULL	USA	NY	NULL	H	HQ	764	eng	NULL
640365	eng		0	inventionsgreati00depr	51204952		2001		Scholastic	Inventions & great ideas (Know-it-all)	NULL	NULL	Dorothea Deprisco	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
314029	eng	QL85 .M34 1997	96097070	animalsasteacher00mcel	0	nyu	1997	New York	Ballantine Books	Animals as teachers & healers	1952	1995	Susan Chernak McElroy	NULL	USA	NY	45	Q	QL	85	eng	1952
170973	eng		0	whatyoudontknowa00wind	49623685		2002		Scholastic Inc.	What You Don't Know About Animals	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
934359	eng		0	copycatmystery00warn	48051440		2001		Scholastic Books	The Copycat Mystery (The Boxcar Chiildren #83)	1890	NULL	Gertrude Chandler Warner	NULL	NULL	NULL	111	NULL	NULL	NULL	eng	1890
143929	eng		0	againstodds00ston	45162099		2000		Tangerine Press	Against the odds (Growing up)	NULL	NULL	"Stonehouse, Bernard."	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
775333	eng	GV1469.35.T37 H45 1996	96098004	tekken2official00cure	35801127	cau	1996	"Rocklin, Calif"	Prima Pub.	Tekken 2	NULL	1996	Simon Hill	NULL	USA	CA	NULL	G	GV	1469	eng	NULL
991960	fre	PQ3949.2.O44 U76 1995	96100006	lesurnesscelle00olli	0	fr	1995	Paris	A. Michel	Les urnes scelleíÅes	1940	NULL	"Ollivier, Emile"	NULL	France	NULL	55	NULL	PQ	3949	fre	1940
991961	eng		0	giftofchristmas00lees	0		2001		Scholastic Inc.	The Gift of Christmas	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
318047	eng		0	quick00blev	52885161		2000		Scholastic	Quick!	NULL	2000	Wiley Blevins	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
105055	eng		0	vet00blev	52885154		2000		Scholastic	The vet	NULL	2000	Wiley Blevins	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
964934	eng		0	cakebake00chap	52902918		2000		Scholastic	Cake bake	NULL	NULL	Cindy Chapman	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
706045	eng		0	singsingsinging00chap	52902919		2000		Scholastic	"Sing, sing, singing!"	NULL	NULL	Cindy Chapman	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
228822	eng		0	lotsofdimes00chap	52902920		2000		Scholastic	Lots of dimes	NULL	NULL	Cindy Chapman	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
961065	eng		0	whatdidtheysee00chap	52902921		2000		Scholastic	What did they see?	NULL	NULL	Cindy Chapman	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
702109	eng		0	slipsflipsflops00chap	52902922		2000		Scholastic	"Slips, flips, flops"	NULL	NULL	Cindy Chapman	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
395891	eng		0	creatingwithcoll00sche	51476775		2002		Scholastic	Creating with collage (I am an artist club)	NULL	2002	Deborah Schecter	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
174987	eng		0	spyscience40secr00wies	49344811		2001		Scholastic Inc.	Spy Science	1948	1996	Jim Wiese	NULL	NULL	NULL	53	NULL	NULL	NULL	eng	1948
964935	eng		0	penguinwhowanted00onei	424055528		2001		"Scholastic, Inc"	The Penguin Who Wanted To Be Different (A Christmas Wish)	NULL	NULL	Maria O'Neill	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
709869	eng		0	lizardsfrogspoll00flor	49869653		2002		Scholastic	"Lizards, frogs, and polliwogs"	NULL	NULL	Douglas Florian	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
991962	eng		0	homeless00anderich	0		2002		Scholastic	Homeless	NULL	NULL	Laurie Halse Anderson	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
779374			0	westwardhostoryo00penn	58551613		2003		Scholastic	Westward Ho! The Story of the Pioneers	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
251850	eng		0	moredumbjokesfor00wing	427179262		2001		buster books	More Dumb Jokes for Smart Kids	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
991963	eng		0	ratboysdatingexp00eber	0		2002		Scholastic	Rat boys	NULL	NULL	Thom Eberhardt	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
186741	eng		0	marcosmillions00slea	51619075		2002		"Scholastic, Inc."	Marco's Millions	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
717529	eng		0	firemanken00tarl	609161139		2003		Scholastic Inc.	Fireman Ken (Scholastic Reading Lines)	NULL	NULL	Ellen Tarlow	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
628704	eng		0	wingingit00dalt	58752795		2003		"Scholastic, Inc."	Winging It (Angels Unlimited)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
601375	eng		0	friendshipsurviv00doug	438748125		2003		Scholastic	The Friendship Survival Guide	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
248000	eng	QL737.C23 B685 1995	96100160	tinytigerathomei00boud	34657178	ilu	1995	"Lincolnwood, Ill"	Publications International	Tiny tiger	NULL	1995	Jennifer Boudart	NULL	USA	IL	NULL	Q	QL	737	eng	NULL
872745	spa		0	butterflymaripos00cani	55730278		2003		"Scholastic, Inc."	Butterfly Mariposa	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
814480			0	thisbookishaunte00rock	64549167		2002		Scholastic	This Book Is Haunted (An I Can Read Book)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
810491			0	howtorunpetbusin00rope	56124997		2004		Scholastic Inc	"How to Run a Pet Business, Set up a Lemonade Stand, Be a Homework Helper, and other ways to Make Money"	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
550564			0	amazinggrace00newt	57203483		2004		"Scholastic, Inc."	Amazing Grace (Sing and Read Storybook)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
713683			0	jimmystrikesout00chip	58528639		2004		Scholastic	Jimmy Strikes Out (Jimmy Neutron Boy Genius)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
991964	eng		0	hellokittyssuper00mcve	0		2004		"Scholastic, Inc."	Hello Kitty's superterrific sleepover!	1964	NULL	Mark McVeigh	NULL	NULL	NULL	40	NULL	NULL	NULL	eng	1964
476849	eng		0	dorasfairytalead00ricc	56994940		2004		"Scholastic, Inc."	Dora's fairy-tale adventure	NULL	NULL	(Adapted By) Christine Ricci	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
108976	eng		0	howmanymilestobe00cros	57013250		2004		Scholastic	How Many Miles To Bethlehem?	NULL	2004	Kevin Crossley-Holland	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
601376	eng	QL666.L2 B74 1995	96100235	littlelizardatho00boud	34667881	ilu	1995	"Lincolnwood, Ill"	Publications International	Little lizard	NULL	1995	Jennifer Boudart	NULL	USA	IL	NULL	Q	QL	666	eng	NULL
991965	eng		0	littlequackshide00thom	0		2005		Scholastic Inc.	Little Quack's Hide and Seek	NULL	NULL	Lauren Thompson	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
570015	eng		0	ifkidsruledschoo00lans	71015509		2005		"Scholastic, Inc."	If Kids Ruled the School	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
991966			0	zoomtomoon00leeq	0		2005		"Scholastic, Inc."	"Zoom to the Moon (Book 4: Long oo) (Phonics Reading Program, Nick Jr. Dora the Explorer, 4)"	NULL	NULL	Quinlan B. Lee	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
251851	eng		0	hellokittysprinc00hirs	62327608		2005		Scholastic Inc.	Hello Kitty's princess party	1967	NULL	Kris Hirschmann	NULL	NULL	NULL	38	NULL	NULL	NULL	eng	1967
991967	eng		0	sleeptight00leeq	0		2005		"Scholastic, Inc"	Sleep Tight (Care Bears Friendship Club)	NULL	NULL	Quinlan B. Lee	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
628705			0	cheerupleeq00leeq	64700481		2005		"Scholastic, Inc."	Cheer Up! (Care Bears Friendship Club)	NULL	NULL	Quinlan B. Lee	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
415287			0	phantomunmasked00west	123914736		2006		Scholastic	Phantom Unmasked (Pokemon)	NULL	NULL	Tracey West	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
318048	eng		0	snowchampion00pugi	64179327		2006		Scholastic	The Snow Champion (Clifford the Big Red Dog - Big Red Reader)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
353276			0	computerteacherf00thal	85867612		2007		Scholastic Inc.	The Computer Teacher from the Black Lagoon	1936	NULL	Mike Thaler	NULL	NULL	NULL	71	NULL	NULL	NULL		1936
566254	eng		0	newfriend00benn	232155595		2006		Scholastic Inc.	The New Friend (Sanrio Hello Kitty Picture Clues)	NULL	2006	Elizabeth Bennett	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
